Code	File	Line	Column	Kind
        const res = await authApi.put(ep.path, { data: { notes: notes || '' } });	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	79	34	
                const res = await authApi.put(siUpdEp.path, { data: saleItemPayload });	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	288	42	
            const res = await authApi.put(updateEp.path, { data: payloadNoItems });	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	120	38	
      await authApi.put(`/auth-admin/users/${user.id}`, {	D:\Rutba\ERP\pos-auth\pages\users\access-assignment.js	140	20	
            await authApi.put(`/auth-admin/users/${id}`, payload);	D:\Rutba\ERP\pos-auth\pages\users\[id].js	121	26	
            const res = await authApi.put(`/cash-registers/${registerId}/close`, {	D:\Rutba\ERP\pos-sale\pages\cash-register.js	222	38	
                    await authApi.put(brEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	487	34	
            await authApi.put(notesEp.path, { data: { notes: notes || '' } });	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	76	26	
            await authApi.put(saleEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	567	26	
                    await authApi.put(siEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	525	34	
                await authApi.put(`/purchases/${purchase.documentId}`, { data: purchaseData });	D:\Rutba\ERP\pos-stock\components\form\purchase-form.js	71	30	
            await authApi.put(`/purchase-items/${item.documentId}`, {	D:\Rutba\ERP\pos-stock\components\lists\purchase-receive-list.js	46	26	
            await authApi.put(`/purchases/${purchase.documentId}`, {	D:\Rutba\ERP\pos-stock\components\lists\purchase-receive-list.js	73	26	
            await authApi.put(addEp.path, {	D:\Rutba\ERP\pos-stock\pages\brands.js	374	26	
                await authApi.put(cpEp.path, {	D:\Rutba\ERP\pos-stock\pages\brands.js	331	30	
                await authApi.put(ep.path, { data: payload });	D:\Rutba\ERP\pos-stock\pages\brands.js	171	30	
                await authApi.put(mvEp.path, {	D:\Rutba\ERP\pos-stock\pages\brands.js	303	30	
                        await authApi.put(pEp.path, {	D:\Rutba\ERP\pos-stock\pages\brands.js	245	38	
            await authApi.put(remEp.path, {	D:\Rutba\ERP\pos-stock\pages\brands.js	355	26	
                await authApi.put(`/stock-inputs/${docId}`, { data: { process: markAs } });	D:\Rutba\ERP\pos-stock\pages\bulk-stock-inputs.js	296	30	
            await authApi.put(`/stock-inputs/${documentId}`, { data: { process: !currentValue } });	D:\Rutba\ERP\pos-stock\pages\bulk-stock-inputs.js	283	26	
            await authApi.put(addEp.path, {	D:\Rutba\ERP\pos-stock\pages\categories.js	392	26	
                    await authApi.put(childEp.path, {	D:\Rutba\ERP\pos-stock\pages\categories.js	268	34	
                await authApi.put(cpEp.path, {	D:\Rutba\ERP\pos-stock\pages\categories.js	349	30	
                await authApi.put(ep.path, { data: payload });	D:\Rutba\ERP\pos-stock\pages\categories.js	175	30	
                await authApi.put(mvEp.path, {	D:\Rutba\ERP\pos-stock\pages\categories.js	320	30	
                        await authApi.put(prodEp.path, {	D:\Rutba\ERP\pos-stock\pages\categories.js	250	38	
            await authApi.put(remEp.path, {	D:\Rutba\ERP\pos-stock\pages\categories.js	373	26	
                await authApi.put(gsiEp.path, { data: updateData });	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	321	30	
                await authApi.put(siEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	110	30	
            await authApi.put(siEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	128	26	
                await authApi.put(siEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	249	30	
                await authApi.put(siEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	276	30	
                await authApi.put(siEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	345	30	
                await authApi.put(`/stock-items/${item.documentId || item.id}`, {	D:\Rutba\ERP\pos-stock\pages\products-bulk-edit.js	366	30	
                await authApi.put(ep.path, { data: { status: 'InStock', branch: destinationBranch } });	D:\Rutba\ERP\pos-stock\pages\stock-items.js	144	30	
            await authApi.put(addEp.path, {	D:\Rutba\ERP\pos-stock\pages\suppliers.js	380	26	
                await authApi.put(cpEp.path, {	D:\Rutba\ERP\pos-stock\pages\suppliers.js	337	30	
                await authApi.put(ep.path, { data: payload });	D:\Rutba\ERP\pos-stock\pages\suppliers.js	177	30	
                await authApi.put(mvEp.path, {	D:\Rutba\ERP\pos-stock\pages\suppliers.js	309	30	
                        await authApi.put(pEp.path, {	D:\Rutba\ERP\pos-stock\pages\suppliers.js	251	38	
            await authApi.put(remEp.path, {	D:\Rutba\ERP\pos-stock\pages\suppliers.js	361	26	
            await authApi.put(`/term-types/${selectedTermTypeId}`, {	D:\Rutba\ERP\pos-stock\pages\term-types.js	126	26	
            await authApi.put(`/term-types/${selectedTermTypeId}`, {	D:\Rutba\ERP\pos-stock\pages\term-types.js	252	26	
            await authApi.put(`/term-types/${selectedTermTypeId}`, {	D:\Rutba\ERP\pos-stock\pages\term-types.js	268	26	
                await authApi.put(`/term-types/${selectedTermTypeId}`, { data: payload });	D:\Rutba\ERP\pos-stock\pages\term-types.js	209	30	
                        await authApi.put(`/products/${documentId}`, { data: relPayload });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	200	38	
                        await authApi.put(`/products/${getEntryId(variant)}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	213	38	
                            await authApi.put(`/purchase-items/${getEntryId(item)}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	176	42	
                            await authApi.put(`/stock-items/${getEntryId(item)}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	153	42	
            await authApi.put(attEp.path, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	359	26	
                await authApi.put(bpEp.path, { data: { barcode: product.barcode } });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	390	30	
                await authApi.put(siEp.path, { data: updates });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	223	30	
                        await authApi.put(`/stock-items/${getEntryId(item)}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	267	38	
                            await authApi.put(`/stock-items/${getEntryId(item)}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	307	42	
                    await authApi.put(`/stock-items/${getEntryId(item)}`, { data: { product: { set: [createdVariantId] }, name: createdVariantName } });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	182	34	
                        await authApi.put(`/stock-items/${getEntryId(item)}`, { data: { product: { set: [createdVariantId] }, name: createdVariantName } });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	232	38	
                await authApi.put(`/stock-items/${id}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	369	30	
                        const res = await authApi.put(`/purchases/${purchase.documentId}`, {	D:\Rutba\ERP\pos-stock\pages\[documentId]\purchase.js	150	50	
                        await authApi.put(`/cms-footers/${doc.documentId}`, { data: row });	D:\Rutba\ERP\rutba-cms\pages\footers.js	197	38	
            await authApi.put('/media-library/files/' + selectedFile.id, {	D:\Rutba\ERP\rutba-cms\pages\media.js	208	26	
            await authApi.put('/media-library/folders/' + folderId, { name: renameValue.trim() });	D:\Rutba\ERP\rutba-cms\pages\media.js	88	26	
                        await authApi.put(upEp.path, { data: row });	D:\Rutba\ERP\rutba-cms\pages\pages.js	208	38	
            await authApi.put("/site-setting?status=draft", buildPayload());	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	98	26	
                res = await authApi.put("/site-setting", buildPayload());	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	80	36	
                res = await authApi.put("/site-setting?status=draft", buildPayload());	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	82	36	
            await authApi.put(`/brand-groups/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	132	26	
                await authApi.put(`/brand-groups/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	81	30	
            await authApi.put(`/brand-groups/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	102	26	
                await authApi.put(`/brands/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	71	30	
            await authApi.put(`/brands/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	107	26	
            await authApi.put(`/brands/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	139	26	
                    updates.push(authApi.put(`/products/${id}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	82	41	
                    updates.push(authApi.put(`/products/${id}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	87	41	
            await authApi.put(`/category-groups/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	132	26	
                await authApi.put(`/category-groups/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	81	30	
            await authApi.put(`/category-groups/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	102	26	
                await authApi.put(`/categories/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	75	30	
            await authApi.put(`/categories/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	111	26	
            await authApi.put(`/categories/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	143	26	
                    updates.push(authApi.put(`/products/${id}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	86	41	
                    updates.push(authApi.put(`/products/${id}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	91	41	
                authApi.put(`/cms-pages/${pid}?status=draft`, { data: { footer: null } })	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	138	24	
            await authApi.put(`/cms-footers/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	227	26	
                await authApi.put(`/cms-footers/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	171	30	
            await authApi.put(`/cms-footers/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	197	26	
            await authApi.put(`/cms-pages/${pageDocId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	118	26	
            await authApi.put(`/cms-pages/${documentId}?status=draft`, discardPayload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	259	26	
                await authApi.put(`/cms-pages/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	175	30	
            await authApi.put(`/cms-pages/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	213	26	
                await authApi.put(`/delivery-methods/${documentId}`, buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\delivery-method.js	195	30	
        await authApi.put(`/notification-templates/${documentId}`, buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\notification-template.js	96	22	
            await authApi.put(`/product-groups/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	195	26	
                await authApi.put(`/product-groups/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	133	30	
            await authApi.put(`/product-groups/${documentId}?status=draft`, payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	165	26	
            await authApi.put(`/product-groups/${groupDocId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	235	26	
            await authApi.put(`/products/${documentId}?status=draft`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	185	26	
                await authApi.put(`/products/${documentId}?status=draft`, { data });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	154	30	
                await authApi.put(`/products/${documentId}?status=draft`, { data: payload });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	125	30	
                await authApi.put(`/sale-offers/${documentId}?status=draft`, buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	155	30	
            await authApi.put(`/sale-offers/${documentId}?status=draft`, buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	169	26	
                result = await authApi.put(`/crm-leads/${lead.documentId}`, payload);	D:\Rutba\ERP\rutba-crm\components\form\LeadForm.js	93	39	
                await authApi.put(`/hr-employees/${editingId}`, payload, jwt);	D:\Rutba\ERP\rutba-hr\pages\hr-employee-management.js	107	30	
                await authApi.put(`/hr-teams/${editingId}`, payload, jwt);	D:\Rutba\ERP\rutba-hr\pages\teams.js	125	30	
            await authApi.put(`/hr-employees/${employee.documentId}`, {	D:\Rutba\ERP\rutba-hr\pages\[documentId]\employee.js	49	26	
      await authApi.put(`/riders/${rider.documentId}`, { data: { status } });	D:\Rutba\ERP\rutba-order-management\pages\riders.js	52	20	
        await authApi.put(`/delivery-methods/${documentId}`, buildPayload());	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\delivery-method.js	97	22	
        await authApi.put(`/notification-templates/${documentId}`, buildPayload());	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\notification-template.js	98	22	
        await authApi.put(`/sale-orders/${documentId}`, payload);	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	196	22	
      await authApi.put('/rider/me/status', { status }, jwt);	D:\Rutba\ERP\rutba-rider\pages\profile.js	36	20	
                await authApi.put(`/social-accounts/${editing.documentId}`, payload);	D:\Rutba\ERP\rutba-social\pages\accounts.js	79	30	
            await authApi.put('/media-library/files/' + selectedFile.id, {	D:\Rutba\ERP\rutba-social\pages\media.js	208	26	
            await authApi.put('/media-library/folders/' + folderId, { name: renameValue.trim() });	D:\Rutba\ERP\rutba-social\pages\media.js	88	26	
            await authApi.put(`/social-posts/${documentId}?status=draft`, buildPayload());	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	169	26	
            await authApi.put(`/social-posts/${documentId}?status=draft`, buildPayload());	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	183	26	
            await authApi.put(`/social-posts/${documentId}?status=draft`, buildPayload());	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	214	26	

delete :

Code	File	Line	Column	Kind
            current.has(imageId) ? current.delete(imageId) : current.add(imageId);	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	111	43	
            s.has(imageId) ? s.delete(imageId) : s.add(imageId);	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	95	31	
            s.has(variantDocId) ? s.delete(variantDocId) : s.add(variantDocId);	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	129	36	
            if (s.has(fileId)) { s.delete(fileId); }	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	91	35	
            if (s.has(folderId)) s.delete(folderId); else s.add(folderId);	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	300	35	
            if (next.has(termId)) next.delete(termId);	D:\Rutba\ERP\packages\pos-shared\components\TermTypeTermDialog.js	100	39	
    const res = await axios.delete(`${API_URL}${path}`, {	D:\Rutba\ERP\packages\pos-shared\lib\api.js	169	28	
    const res = await axios.delete(`${API_URL}/upload/files/${fileId}`, {	D:\Rutba\ERP\packages\pos-shared\lib\api.js	233	28	
    return () => _sessionExpiredListeners.delete(listener);	D:\Rutba\ERP\packages\pos-shared\lib\api.js	71	42	
//<PermissionCheck showIf="admin" required="api::sale.sale.delete">	D:\Rutba\ERP\packages\pos-shared\lib\roles.js	147	59	
          adminSet.delete(appId);	D:\Rutba\ERP\pos-auth\pages\users\access-assignment.js	108	19	
          adminSet.delete(appId);	D:\Rutba\ERP\pos-auth\pages\users\access-assignment.js	117	19	
          appSet.delete(appId);	D:\Rutba\ERP\pos-auth\pages\users\access-assignment.js	107	17	
                    adminSet.delete(aaId);	D:\Rutba\ERP\pos-auth\pages\users\[id].js	86	29	
                    adminSet.delete(aaId); // Remove admin if removing user	D:\Rutba\ERP\pos-auth\pages\users\[id].js	78	29	
                    appSet.delete(aaId);	D:\Rutba\ERP\pos-auth\pages\users\[id].js	77	27	
        if (next.has(field)) next.delete(field); else next.add(field);	D:\Rutba\ERP\pos-sale\components\print\SaleInvoicePrint.js	26	34	
        if (next.has(field)) next.delete(field); else next.add(field);	D:\Rutba\ERP\pos-sale\components\print\SaleInvoicePrint.js	32	34	
        if (next.has(field)) next.delete(field); else next.add(field);	D:\Rutba\ERP\pos-sale\components\print\SaleInvoicePrint.js	38	34	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\pos-sale\pages\sales.js	271	38	
            if (next.has(docId)) next.delete(docId);	D:\Rutba\ERP\pos-stock\pages\archive-stock.js	179	38	
                next.delete(status);	D:\Rutba\ERP\pos-stock\pages\archive-stock.js	167	21	
                                                            if (next.has(brandId)) next.delete(brandId);	D:\Rutba\ERP\pos-stock\pages\brands.js	798	88	
                next.delete(productDocId);	D:\Rutba\ERP\pos-stock\pages\brands.js	278	21	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\pos-stock\pages\bulk-stock-inputs.js	361	38	
            setSelected((prev) => { const next = new Set(prev); next.delete(documentId); return next; });	D:\Rutba\ERP\pos-stock\pages\bulk-stock-inputs.js	309	69	
                                                            if (next.has(catId)) next.delete(catId);	D:\Rutba\ERP\pos-stock\pages\categories.js	873	86	
                next.delete(productDocId);	D:\Rutba\ERP\pos-stock\pages\categories.js	295	21	
            for (const item of groupItems) next.delete(item.documentId);	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	156	48	
                                                                        if (e.target.checked) next.add(groupKey); else next.delete(groupKey);	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	633	124	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	209	38	
                if (next.has(item.documentId)) next.delete(item.documentId);	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	165	52	
            if (next.has(key)) next.delete(key); else next.add(key);	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	377	36	
            setApplyNameToItems(prev => { const next = new Set(prev); next.delete(groupKey); return next; });	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	324	75	
                allPageIds.forEach(id => next.delete(id));	D:\Rutba\ERP\pos-stock\pages\products.js	74	46	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\pos-stock\pages\products.js	63	38	
                newSet.delete(itemId);	D:\Rutba\ERP\pos-stock\pages\stock-items.js	171	23	
                                                            if (next.has(supplierId)) next.delete(supplierId);	D:\Rutba\ERP\pos-stock\pages\suppliers.js	858	91	
                next.delete(productDocId);	D:\Rutba\ERP\pos-stock\pages\suppliers.js	284	21	
                                                            next.delete(typeId);	D:\Rutba\ERP\pos-stock\pages\term-types.js	793	65	
            if (next.has(docId)) next.delete(docId);	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	115	38	
            if (newSet.has(itemId)) newSet.delete(itemId);	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	190	43	
            if (s.has(itemId)) s.delete(itemId); else s.add(itemId);	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	330	33	
            if (s.has(vId)) s.delete(vId); else s.add(vId);	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-variants.js	346	30	
            'api::media-library.media-library.deleteFile',	D:\Rutba\ERP\pos-strapi\config\app-access-permissions.js	933	46	
            'api::media-library.media-library.deleteFile',	D:\Rutba\ERP\pos-strapi\config\app-access-permissions.js	958	46	
            'api::media-library.media-library.deleteFolder',	D:\Rutba\ERP\pos-strapi\config\app-access-permissions.js	928	46	
            'api::media-library.media-library.deleteFolder',	D:\Rutba\ERP\pos-strapi\config\app-access-permissions.js	953	46	
      handler: 'api::auth-admin.auth-admin.deleteUser',	D:\Rutba\ERP\pos-strapi\src\api\auth-admin\routes\01-custom-auth-admin.js	34	43	
        await strapi.service('api::media-library.media-library').deleteFolder(Number(id));	D:\Rutba\ERP\pos-strapi\src\api\media-library\controllers\media-library.js	62	65	
        const result = await strapi.service('api::media-library.media-library').deleteFile(Number(id));	D:\Rutba\ERP\pos-strapi\src\api\media-library\controllers\media-library.js	124	80	
            handler: 'media-library.deleteFile',	D:\Rutba\ERP\pos-strapi\src\api\media-library\routes\media-library.js	84	36	
            handler: 'media-library.deleteFolder',	D:\Rutba\ERP\pos-strapi\src\api\media-library\routes\media-library.js	52	36	
            await strapi.db.query('plugin::upload.file').delete({	D:\Rutba\ERP\pos-strapi\src\api\media-library\services\media-library.js	277	57	
        return strapi.db.query('plugin::upload.folder').delete({	D:\Rutba\ERP\pos-strapi\src\api\media-library\services\media-library.js	147	56	
    setTimeout(() => accessCache.delete(userId), 60_000);	D:\Rutba\ERP\pos-strapi\src\middlewares\app-access-guard.js	151	33	
            if (allSelected) { allPageIds.forEach(id => next.delete(id)); } else { allPageIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-cms\pages\brand-groups.js	30	61	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\brand-groups.js	20	38	
            if (allSelected) { allPageIds.forEach(id => next.delete(id)); } else { allPageIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-cms\pages\brands.js	32	61	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\brands.js	22	38	
            if (allSelected) { allPageIds.forEach(id => next.delete(id)); } else { allPageIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-cms\pages\categories.js	31	61	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\categories.js	21	38	
            if (allSelected) { allPageIds.forEach(id => next.delete(id)); } else { allPageIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-cms\pages\category-groups.js	30	61	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\category-groups.js	20	38	
            if (allSelected) { allPageIds.forEach(id => next.delete(id)); } else { allPageIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-cms\pages\footers.js	89	61	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\footers.js	79	38	
                if (s.has(fileId)) s.delete(fileId); else s.add(fileId);	D:\Rutba\ERP\rutba-cms\pages\media.js	368	37	
            if (s.has(folderId)) s.delete(folderId); else s.add(folderId);	D:\Rutba\ERP\rutba-cms\pages\media.js	117	35	
            if (allSelected) { allPageIds.forEach(id => next.delete(id)); } else { allPageIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-cms\pages\pages.js	95	61	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\pages.js	85	38	
                allPageIds.forEach(id => next.delete(id));	D:\Rutba\ERP\rutba-cms\pages\products.js	78	46	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-cms\pages\products.js	67	38	
            if (set.has(documentId)) set.delete(documentId);	D:\Rutba\ERP\rutba-hr\pages\teams.js	100	41	
            if (set.has(roleKey)) set.delete(roleKey);	D:\Rutba\ERP\rutba-hr\pages\teams.js	85	38	
                if (s.has(fileId)) s.delete(fileId); else s.add(fileId);	D:\Rutba\ERP\rutba-social\pages\media.js	368	37	
            if (s.has(folderId)) s.delete(folderId); else s.add(folderId);	D:\Rutba\ERP\rutba-social\pages\media.js	117	35	
            if (allSelected) { filteredPostIds.forEach(id => next.delete(id)); } else { filteredPostIds.forEach(id => next.add(id)); }	D:\Rutba\ERP\rutba-social\pages\posts\index.js	47	66	
            if (next.has(docId)) next.delete(docId); else next.add(docId);	D:\Rutba\ERP\rutba-social\pages\posts\index.js	37	38	
    toastTimeouts.delete(toastId);	D:\Rutba\ERP\rutba-web\src\components\ui\use-toast.ts	62	18	


Fetch requests :
Code	File	Line	Column	Kind
    return await authApi.fetch("/branches");	D:\Rutba\ERP\packages\pos-shared\lib\api.js	343	25	
            const res = await authApi.fetch('/term-types', {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	555	38	
            const res = await authApi.fetch('/term-types', {	D:\Rutba\ERP\packages\pos-shared\components\ProductVariantManager.js	67	38	
            const res = await authApi.fetch('/term-types', params);	D:\Rutba\ERP\packages\pos-shared\components\TermTypeTermDialog.js	57	38	
     * Mirrors: authApi.fetch(`/enums/${name}/${field}`)	D:\Rutba\ERP\packages\pos-shared\lib\endpoints\enums.js	9	24	
    const res = await authApi.fetch(ep.path);	D:\Rutba\ERP\packages\pos-shared\lib\pos\fetchs.js	88	30	
    return await authApi.fetch("/" + entities, {	D:\Rutba\ERP\packages\pos-shared\lib\pos\fetchs.js	7	25	
    const res = await authApi.fetch(query.url);	D:\Rutba\ERP\packages\pos-shared\lib\pos\search.js	107	30	
        const res = await authApi.fetch(url);	D:\Rutba\ERP\packages\pos-shared\lib\pos\search.js	45	34	
    const res = await authApi.fetchWithPagination(query.url);	D:\Rutba\ERP\packages\pos-shared\lib\pos\search.js	129	30	
            const res = await authApi.fetch("/cash-registers", {	D:\Rutba\ERP\pos-sale\pages\cash-register-history.js	56	38	
            const res = await authApi.fetch("/cash-register-transactions", {	D:\Rutba\ERP\pos-sale\pages\cash-register.js	168	38	
            const res = await authApi.fetch("/payments", {	D:\Rutba\ERP\pos-sale\pages\cash-register.js	150	38	
            const res = await authApi.fetch("/sale-returns", {	D:\Rutba\ERP\pos-sale\pages\sales-returns.js	28	38	
                    const priceRes = await authApi.fetch(`/sales/search-by-item-price?${params.toString()}`);	D:\Rutba\ERP\pos-sale\pages\sales.js	198	51	
                    const stockRes = await authApi.fetch(`/sales/search-by-stock-item?term=${encodeURIComponent(searchText.trim())}`);	D:\Rutba\ERP\pos-sale\pages\sales.js	184	51	
            const paymentsRes = await authApi.fetch("/payments", {	D:\Rutba\ERP\pos-sale\pages\[documentId]\cash-register-detail.js	39	46	
            const res = await authApi.fetch(`/cash-registers/${documentId}`, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\cash-register-detail.js	32	38	
            const txnRes = await authApi.fetch("/cash-register-transactions", {	D:\Rutba\ERP\pos-sale\pages\[documentId]\cash-register-detail.js	48	41	
                const res = await authApi.fetch(mergeEp.path, {	D:\Rutba\ERP\pos-stock\pages\suppliers.js	240	46	
                authApi.fetch("/terms", { sort: ["name:asc"] })	D:\Rutba\ERP\pos-stock\pages\term-types.js	90	24	
                authApi.fetch("/term-types", { sort: ["name:asc"], populate: { terms: true } }),	D:\Rutba\ERP\pos-stock\pages\term-types.js	89	24	
                const res = await authApi.fetch("/terms", {	D:\Rutba\ERP\pos-stock\pages\term-types.js	54	42	
            const res = await authApi.fetch('/term-types', {	D:\Rutba\ERP\pos-stock\pages\[documentId]\catalogue-import.js	103	38	
            const itemsRes = await authApi.fetch('/stock-items', {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	52	43	
            const purchaseItemsRes = await authApi.fetch('/purchase-items', {	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-relations.js	59	51	
